SID,PID,Source,Permission
13557,592,POPRES,Private
10948,568,POPRES,Private
43963,570,POPRES,Private
30895,567,POPRES,Private
29701,569,POPRES,Private
5557,565,POPRES,Private
3867,569,POPRES,Private
44380,569,POPRES,Private
47887,569,POPRES,Private
11142,565,POPRES,Private
32963,565,POPRES,Private
20220,569,POPRES,Private
40366,569,POPRES,Private
43146,569,POPRES,Private
11927,571,POPRES,Private
13126,569,POPRES,Private
31461,569,POPRES,Private
39097,569,POPRES,Private
10841,567,POPRES,Private
33500,569,POPRES,Private
35925,570,POPRES,Private
14664,571,POPRES,Private
6158,572,POPRES,Private
27479,568,POPRES,Private
12472,802,POPRES,Private
30893,565,POPRES,Private
35804,571,POPRES,Private
2913,569,POPRES,Private
1182,572,POPRES,Private
22845,569,POPRES,Private
21365,565,POPRES,Private
36851,569,POPRES,Private
32268,569,POPRES,Private
32325,569,POPRES,Private
26075,570,POPRES,Private
29243,569,POPRES,Private
17204,582,POPRES,Private
47173,569,POPRES,Private
2553,569,POPRES,Private
28097,569,POPRES,Private
9605,569,POPRES,Private
45501,571,POPRES,Private
2526,589,POPRES,Private
31255,570,POPRES,Private
45010,569,POPRES,Private
2855,569,POPRES,Private
43121,569,POPRES,Private
2360,569,POPRES,Private
1752,565,POPRES,Private
33710,569,POPRES,Private
44879,569,POPRES,Private
1437,571,POPRES,Private
2011,569,POPRES,Private
8645,569,POPRES,Private
7882,569,POPRES,Private
26552,569,POPRES,Private
1428,569,POPRES,Private
27256,569,POPRES,Private
10002,569,POPRES,Private
31092,567,POPRES,Private
12802,567,POPRES,Private
20265,571,POPRES,Private
33586,569,POPRES,Private
27158,569,POPRES,Private
7578,570,POPRES,Private
29066,568,POPRES,Private
23817,569,POPRES,Private
39116,569,POPRES,Private
8720,569,POPRES,Private
49101,569,POPRES,Private
31072,571,POPRES,Private
36336,569,POPRES,Private
27145,569,POPRES,Private
31329,569,POPRES,Private
16494,569,POPRES,Private
15168,569,POPRES,Private
43011,568,POPRES,Private
13219,569,POPRES,Private
23938,568,POPRES,Private
45865,569,POPRES,Private
13401,571,POPRES,Private
41098,569,POPRES,Private
35117,569,POPRES,Private
11648,571,POPRES,Private
1804,569,POPRES,Private
11859,569,POPRES,Private
31847,575,POPRES,Private
474,585,POPRES,Private
12561,568,POPRES,Private
1233,569,POPRES,Private
15594,569,POPRES,Private
12668,569,POPRES,Private
17693,569,POPRES,Private
9202,569,POPRES,Private
18099,569,POPRES,Private
15848,569,POPRES,Private
37531,569,POPRES,Private
11420,569,POPRES,Private
4731,579,POPRES,Private
7884,567,POPRES,Private
3486,569,POPRES,Private
11743,570,POPRES,Private
13832,572,POPRES,Private
33518,569,POPRES,Private
17463,569,POPRES,Private
28100,565,POPRES,Private
25965,569,POPRES,Private
38472,569,POPRES,Private
48999,569,POPRES,Private
30594,569,POPRES,Private
35851,571,POPRES,Private
47384,565,POPRES,Private
7237,571,POPRES,Private
12148,569,POPRES,Private
20888,569,POPRES,Private
15710,569,POPRES,Private
13286,569,POPRES,Private
10605,572,POPRES,Private
6522,569,POPRES,Private
5466,569,POPRES,Private
15893,571,POPRES,Private
11844,572,POPRES,Private
47436,576,POPRES,Private
13649,569,POPRES,Private
5238,594,POPRES,Private
37125,590,POPRES,Private
11078,569,POPRES,Private
44862,569,POPRES,Private
24014,570,POPRES,Private
14986,580,POPRES,Private
32999,567,POPRES,Private
44154,569,POPRES,Private
28158,572,POPRES,Private
29774,569,POPRES,Private
18233,567,POPRES,Private
13481,569,POPRES,Private
38485,567,POPRES,Private
284,565,POPRES,Private
6886,569,POPRES,Private
36237,571,POPRES,Private
23162,569,POPRES,Private
21013,569,POPRES,Private
34606,569,POPRES,Private
38215,571,POPRES,Private
28108,572,POPRES,Private
37024,569,POPRES,Private
555,567,POPRES,Private
31848,570,POPRES,Private
42214,569,POPRES,Private
14129,601,POPRES,Private
18829,570,POPRES,Private
9897,565,POPRES,Private
14058,569,POPRES,Private
37137,569,POPRES,Private
38989,565,POPRES,Private
11311,565,POPRES,Private
46166,569,POPRES,Private
6632,577,POPRES,Private
46258,570,POPRES,Private
48022,565,POPRES,Private
42738,575,POPRES,Private
18145,576,POPRES,Private
11449,569,POPRES,Private
40316,568,POPRES,Private
30659,569,POPRES,Private
26695,569,POPRES,Private
2091,569,POPRES,Private
29824,568,POPRES,Private
43885,572,POPRES,Private
24424,569,POPRES,Private
37702,575,POPRES,Private
3381,583,POPRES,Private
14363,567,POPRES,Private
28005,582,POPRES,Private
26412,572,POPRES,Private
47244,565,POPRES,Private
27842,583,POPRES,Private
49632,572,POPRES,Private
8469,580,POPRES,Private
13948,575,POPRES,Private
20231,572,POPRES,Private
42946,569,POPRES,Private
36607,576,POPRES,Private
43208,569,POPRES,Private
33242,565,POPRES,Private
40238,565,POPRES,Private
49294,568,POPRES,Private
23871,572,POPRES,Private
33736,569,POPRES,Private
49352,565,POPRES,Private
21744,572,POPRES,Private
42091,575,POPRES,Private
6129,565,POPRES,Private
5994,575,POPRES,Private
21103,572,POPRES,Private
15389,575,POPRES,Private
43159,571,POPRES,Private
37325,577,POPRES,Private
1827,575,POPRES,Private
39663,579,POPRES,Private
1991,565,POPRES,Private
22771,569,POPRES,Private
38690,575,POPRES,Private
10765,569,POPRES,Private
25077,565,POPRES,Private
41484,585,POPRES,Private
15483,565,POPRES,Private
4624,567,POPRES,Private
34018,583,POPRES,Private
5364,577,POPRES,Private
42892,568,POPRES,Private
21967,591,POPRES,Private
31165,565,POPRES,Private
46915,567,POPRES,Private
44090,569,POPRES,Private
29507,577,POPRES,Private
26872,572,POPRES,Private
22227,565,POPRES,Private
16175,569,POPRES,Private
48052,569,POPRES,Private
1790,585,POPRES,Private
45314,567,POPRES,Private
34042,567,POPRES,Private
25949,567,POPRES,Private
27195,569,POPRES,Private
46870,569,POPRES,Private
48880,569,POPRES,Private
29233,569,POPRES,Private
48002,565,POPRES,Private
22315,565,POPRES,Private
4479,565,POPRES,Private
27907,575,POPRES,Private
36367,565,POPRES,Private
