SID,PID,Source,Permission
mordovia14,103,Estonians,Public
mordovia15,103,Estonians,Public
mordovia2,103,Estonians,Public
mordovia3,103,Estonians,Public
mordovia4,103,Estonians,Public
mordovia5,103,Estonians,Public
mordovia6,103,Estonians,Public
mordovia7,103,Estonians,Public
mordovia8,103,Estonians,Public
mordovia9,103,Estonians,Public
komi1,106,Estonians,Public
komi10,107,Estonians,Public
komi11,106,Estonians,Public
komi12,106,Estonians,Public
komi13,106,Estonians,Public
komi14,106,Estonians,Public
komi15,106,Estonians,Public
komi16,106,Estonians,Public
komi2,106,Estonians,Public
komi3,106,Estonians,Public
komi4,106,Estonians,Public
komi5,106,Estonians,Public
komi6,106,Estonians,Public
komi7,106,Estonians,Public
komi8,106,Estonians,Public
komi9,107,Estonians,Public
udmurd1,108,Estonians,Public
udmurd10,108,Estonians,Public
udmurd11,108,Estonians,Public
udmurd12,108,Estonians,Public
udmurd13,108,Estonians,Public
udmurd14,108,Estonians,Public
udmurd15,108,Estonians,Public
udmurd16,108,Estonians,Public
udmurd2,108,Estonians,Public
udmurd3,108,Estonians,Public
udmurd4,108,Estonians,Public
udmurd5,108,Estonians,Public
udmurd6,108,Estonians,Public
udmurd7,108,Estonians,Public
udmurd8,108,Estonians,Public
udmurd9,108,Estonians,Public
forNenets_tin027_1m,109,Estonians,Public
forNenets_tin028_1m,109,Estonians,Public
forNenets_tin029_1m,109,Estonians,Public
tunNenets_Sam065_1m,109,Estonians,Public
tunNenets_Sam163_1m,109,Estonians,Public
tunNenets_Sam749_1m,109,Estonians,Public
nenets1,109,Estonians,Public
nenets10,109,Estonians,Public
nenets11,109,Estonians,Public
nenets13,109,Estonians,Public
nenets14,109,Estonians,Public
nenets15,109,Estonians,Public
nenets2,109,Estonians,Public
nenets4,109,Estonians,Public
nenets5,109,Estonians,Public
nenets9,109,Estonians,Public
chuvash1_1m,113,Estonians,Public
chuvash3_1m,113,Estonians,Public
chuvash1,113,Estonians,Public
chuvash10,113,Estonians,Public
chuvash11,113,Estonians,Public
chuvash12,113,Estonians,Public
chuvash13,113,Estonians,Public
chuvash14,113,Estonians,Public
chuvash15,113,Estonians,Public
chuvash16,113,Estonians,Public
chuvash17,113,Estonians,Public
chuvash2,113,Estonians,Public
chuvash3,113,Estonians,Public
chuvash4,113,Estonians,Public
chuvash5,113,Estonians,Public
chuvash6,113,Estonians,Public
chuvash7,113,Estonians,Public
chuvash8,113,Estonians,Public
chuvash9,113,Estonians,Public
bashkir2_1m,114,Estonians,Public
bashkir3_1m,114,Estonians,Public
bashkir4_1m,114,Estonians,Public
bashkir1,114,Estonians,Public
bashkir10,114,Estonians,Public
bashkir11,114,Estonians,Public
bashkir12,114,Estonians,Public
bashkir13,114,Estonians,Public
bashkir14,114,Estonians,Public
bashkir15,114,Estonians,Public
bashkir16,114,Estonians,Public
bashkir17,114,Estonians,Public
bashkir18,114,Estonians,Public
bashkir19,114,Estonians,Public
bashkir2,114,Estonians,Public
bashkir20,114,Estonians,Public
bashkir3,114,Estonians,Public
bashkir4,114,Estonians,Public
bashkir5,114,Estonians,Public
bashkir6,114,Estonians,Public
bashkir7,114,Estonians,Public
bashkir8,114,Estonians,Public
bashkir9,114,Estonians,Public
tatar0_1m,115,Estonians,Public
tatar2_1m,115,Estonians,Public
tatar3_1m,115,Estonians,Public
tatars1,115,Estonians,Public
tatars10,115,Estonians,Public
tatars11,115,Estonians,Public
tatars12,115,Estonians,Public
tatars13,115,Estonians,Public
tatars14,115,Estonians,Public
tatars15,115,Estonians,Public
tatars16,115,Estonians,Public
tatars2,115,Estonians,Public
tatars3,115,Estonians,Public
tatars4,115,Estonians,Public
tatars5,115,Estonians,Public
tatars6,115,Estonians,Public
tatars7,115,Estonians,Public
tatars8,115,Estonians,Public
tatars9,115,Estonians,Public
tatarmishar12_1m,115,Estonians,Public
kryashen4_1m,115,Estonians,Public
kryashen5_1m,115,Estonians,Public
kryashen8_1m,115,Estonians,Public
arm10,118,Estonians,Public
arm11,118,Estonians,Public
arm12,118,Estonians,Public
arm13,118,Estonians,Public
arm14,118,Estonians,Public
arm17,118,Estonians,Public
arm18,118,Estonians,Public
arm19,118,Estonians,Public
arm20,118,Estonians,Public
arm21,118,Estonians,Public
arm23,118,Estonians,Public
arm26,118,Estonians,Public
arm3,118,Estonians,Public
arm4,118,Estonians,Public
arm5,118,Estonians,Public
arm6,118,Estonians,Public
arm7,118,Estonians,Public
arm8,118,Estonians,Public
arm9,118,Estonians,Public
armenia3,118,Estonians,Public
armenia7,118,Estonians,Public
armenia36,118,Estonians,Public
armenia71,118,Estonians,Public
armenia73,118,Estonians,Public
armenia80,118,Estonians,Public
armenia86,118,Estonians,Public
armenia91,118,Estonians,Public
armenia102,118,Estonians,Public
armenia106,118,Estonians,Public
armenia139,118,Estonians,Public
armenia162,118,Estonians,Public
armenia176,118,Estonians,Public
armenia191,118,Estonians,Public
armenia279,118,Estonians,Public
armenia293,118,Estonians,Public
GEO1_georgian_laz,119,Estonians,Public
GEO10_georgian_laz,119,Estonians,Public
GEO19_georgian_laz,119,Estonians,Public
GEO28_georgian_laz,119,Estonians,Public
GEO7_georgian_laz,119,Estonians,Public
GEO38_georgian_imer,119,Estonians,Public
GEO51_georgian_imer,119,Estonians,Public
GEO71_georgian_imer,119,Estonians,Public
GEO73_georgian_imer,119,Estonians,Public
GEO75_georgia_imer,119,Estonians,Public
mg20,120,Estonians,Public
mg22,120,Estonians,Public
mg23,120,Estonians,Public
mg27,120,Estonians,Public
mg31,120,Estonians,Public
mg34,120,Estonians,Public
mg40,120,Estonians,Public
mg43,120,Estonians,Public
mg47,120,Estonians,Public
mg49,120,Estonians,Public
mg5,120,Estonians,Public
mg51,120,Estonians,Public
mg54,120,Estonians,Public
mg61,120,Estonians,Public
mg62,120,Estonians,Public
mg64,120,Estonians,Public
mg65,120,Estonians,Public
mg68,120,Estonians,Public
mg70,120,Estonians,Public
mg72,120,Estonians,Public
abkhazian1_1m,121,Estonians,Public
abkhazian5_1m,121,Estonians,Public
abkhazian6_1m,121,Estonians,Public
abh100,121,Estonians,Public
abh107,121,Estonians,Public
abh119,121,Estonians,Public
abh122,121,Estonians,Public
abh133,121,Estonians,Public
abh135,121,Estonians,Public
abh137,121,Estonians,Public
abh147,121,Estonians,Public
abh154,121,Estonians,Public
abh165,121,Estonians,Public
abh24,121,Estonians,Public
abh27,121,Estonians,Public
abh41,121,Estonians,Public
abh45,121,Estonians,Public
abh53,121,Estonians,Public
abh60,121,Estonians,Public
abh71,121,Estonians,Public
abh74,121,Estonians,Public
abh85,121,Estonians,Public
abh9,121,Estonians,Public
balkar1_1m,122,Estonians,Public
balkar2_1m,122,Estonians,Public
balkar4_1m,122,Estonians,Public
bal102,122,Estonians,Public
bal108,122,Estonians,Public
bal115,122,Estonians,Public
bal124,122,Estonians,Public
bal136,122,Estonians,Public
bal14,122,Estonians,Public
bal149,122,Estonians,Public
bal22,122,Estonians,Public
bal26,122,Estonians,Public
bal31,122,Estonians,Public
bal32,122,Estonians,Public
bal42,122,Estonians,Public
bal45,122,Estonians,Public
bal50,122,Estonians,Public
bal64,122,Estonians,Public
bal7,122,Estonians,Public
bal80,122,Estonians,Public
bal88,122,Estonians,Public
bal97,122,Estonians,Public
kabardin1_1m,123,Estonians,Public
kabardin2_1m,123,Estonians,Public
kabardin4_1m,123,Estonians,Public
ossetian1_1m,124,Estonians,Public
ossetian2_1m,124,Estonians,Public
ossetian6_1m,124,Estonians,Public
NorthOssetia1,124,Estonians,Public
NorthOssetia11,124,Estonians,Public
NorthOssetia12,124,Estonians,Public
NorthOssetia13,124,Estonians,Public
NorthOssetia14,124,Estonians,Public
NorthOssetia16,124,Estonians,Public
NorthOssetia17,124,Estonians,Public
NorthOssetia19,124,Estonians,Public
NorthOssetia2,124,Estonians,Public
NorthOssetia20,124,Estonians,Public
NorthOssetia3,124,Estonians,Public
NorthOssetia4,124,Estonians,Public
NorthOssetia5,124,Estonians,Public
NorthOssetia8,124,Estonians,Public
NorthOssetia9,124,Estonians,Public
ch101,125,Estonians,Public
ch109,125,Estonians,Public
ch11,125,Estonians,Public
ch113,125,Estonians,Public
ch126,125,Estonians,Public
ch131,125,Estonians,Public
ch150,125,Estonians,Public
ch16,125,Estonians,Public
ch170,125,Estonians,Public
ch174,125,Estonians,Public
ch179,125,Estonians,Public
ch193,125,Estonians,Public
ch21,125,Estonians,Public
ch3,125,Estonians,Public
